transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T4209207,2023-10-10T22:51:02.027411,ACC627282,ACC608252,97.54,withdrawal,other,New York,atm,FALSE,,-542.3987402,-1.61,2,0.59,ACH,12.255.130.67,D3460170
T1107253,2023-10-10T23:57:24.606531,ACC352223,ACC416104,789.53,deposit,entertainment,Berlin,mobile,FALSE,,,-1.47,14,0.31,UPI,187.219.97.171,D8180349
T2092155,2023-10-11T01:12:57.355358,ACC945753,ACC427039,147.38,payment,other,Berlin,pos,FALSE,,6339.532479,-0.19,17,0.07,wire_transfer,146.82.51.28,D8904616
T1707744,2023-10-11T05:24:06.037526,ACC971276,ACC762782,36.74,payment,online,New York,pos,FALSE,,5603.008451,1.27,6,0.4,UPI,27.203.139.23,D3460823
T3930524,2023-10-11T06:14:38.027295,ACC921760,ACC589078,1493.2,deposit,retail,London,mobile,FALSE,,6179.713799,-2.11,17,0.7,wire_transfer,99.51.173.77,D2540869
T2070586,2023-10-11T08:46:31.404250,ACC998908,ACC839295,1353.87,deposit,retail,Toronto,atm,FALSE,,6759.302809,2.73,14,0.13,card,175.112.197.19,D8941129
T3884511,2023-10-11T10:09:21.716616,ACC482357,ACC182003,45.86,payment,travel,Singapore,web,FALSE,,6641.759772,1.2,11,0.17,UPI,206.151.151.152,D8432035
T354000,2023-10-11T17:37:12.244980,ACC398631,ACC566515,988.37,deposit,travel,Toronto,web,FALSE,,2103.172724,0.12,11,0.71,wire_transfer,118.150.119.44,D9438447
T1647286,2023-10-11T20:09:37.355421,ACC357373,ACC714736,338.02,payment,travel,London,atm,FALSE,,4591.082096,-0.13,1,0.06,card,31.146.87.119,D3924550
T1726589,2023-10-11T21:14:37.403573,ACC160389,ACC204157,53.65,payment,grocery,Sydney,web,FALSE,,,0.37,19,0.85,UPI,168.217.238.39,D1088560
T124506,2023-10-11T21:41:08.054233,ACC380249,ACC640332,193.36,withdrawal,grocery,Sydney,atm,FALSE,,,1.99,9,0.74,UPI,168.78.148.16,D1135963
T5035473,2023-10-11T21:45:57.137823,ACC601590,ACC293771,402.71,withdrawal,utilities,Berlin,pos,FALSE,,3449.552033,-0.25,8,0.93,card,248.213.7.230,D3117996
T1992914,2023-10-12T07:46:31.597831,ACC232305,ACC734096,35.26,payment,retail,New York,atm,FALSE,,2937.239369,0.9,16,0.48,UPI,130.214.122.105,D6770895
T1565802,2023-10-12T08:27:53.538196,ACC967182,ACC495674,11.71,payment,restaurant,Dubai,pos,FALSE,,-594.3599124,-0.83,13,0.54,card,115.185.28.58,D5054921
T2116725,2023-10-12T10:22:30.746476,ACC569199,ACC609938,70.37,payment,other,Sydney,atm,FALSE,,-1442.805599,0.52,4,0.72,wire_transfer,217.242.203.77,D7199453
T4738254,2023-10-12T13:11:22.892064,ACC862545,ACC106560,363.71,withdrawal,online,New York,atm,FALSE,,4214.008428,0.7,6,0.04,ACH,32.217.240.131,D3886476
T4812465,2023-10-12T15:32:13.175924,ACC396935,ACC272322,146.58,payment,grocery,New York,atm,FALSE,,4761.68774,0.6,9,0.47,ACH,136.12.78.33,D9245336
T3606447,2023-10-12T16:17:20.201153,ACC545163,ACC917985,6.07,transfer,other,Berlin,pos,FALSE,,563.9048665,0.47,2,0.29,UPI,112.12.93.112,D7243738
T3824216,2023-10-12T16:23:01.718212,ACC930536,ACC178288,1256.3,deposit,travel,Dubai,mobile,FALSE,,3241.598547,0.15,5,0.39,wire_transfer,185.20.234.29,D2819835
T800129,2023-10-12T16:39:40.541405,ACC242722,ACC519521,853.76,withdrawal,grocery,Sydney,web,FALSE,,1749.653825,-0.27,8,0.06,card,29.231.142.82,D8440900
T1518831,2023-10-12T17:27:34.111545,ACC217492,ACC106672,1461.9,deposit,online,Dubai,mobile,FALSE,,-912.4246643,-0.2,8,0.93,wire_transfer,105.249.184.192,D2805501
T358956,2023-10-12T20:04:10.666073,ACC963993,ACC230867,41.84,transfer,other,New York,mobile,FALSE,,800.2034531,0.73,10,0.88,UPI,9.98.242.73,D8609701
T2707334,2023-10-12T21:57:12.790558,ACC417319,ACC913503,14.28,payment,grocery,Tokyo,web,FALSE,,3063.338544,2.36,3,0.37,UPI,38.246.74.43,D3884102
T1420685,2023-10-12T22:47:13.222563,ACC528559,ACC705748,334.07,withdrawal,utilities,Tokyo,mobile,FALSE,,-1820.125342,-0.43,13,0.34,ACH,99.130.27.174,D6311056
T2407245,2023-10-13T00:49:51.025290,ACC839684,ACC339793,31.14,transfer,restaurant,Sydney,mobile,FALSE,,-1669.607359,-0.42,20,0.51,wire_transfer,79.77.55.25,D6165980
T720756,2023-10-13T05:38:04.863022,ACC767688,ACC804190,123.92,payment,utilities,Dubai,web,FALSE,,,0.82,12,0.55,ACH,122.228.51.177,D8101628
T1447857,2023-10-13T11:32:55.658426,ACC178429,ACC523825,15.34,transfer,travel,Berlin,pos,FALSE,,-182.1062413,-0.98,17,0.36,UPI,245.244.233.241,D5445081
T4664341,2023-10-13T14:18:35.494892,ACC268515,ACC365124,4.22,payment,entertainment,Tokyo,atm,FALSE,,6226.166813,-0.63,1,0.26,UPI,211.55.219.120,D9661661
T1505443,2023-10-13T15:54:03.107050,ACC238483,ACC692577,291.64,payment,travel,New York,mobile,FALSE,,1384.442636,0.31,13,0.19,card,207.71.239.81,D3827559
T2186527,2023-10-13T15:57:33.904687,ACC110133,ACC102117,934.43,deposit,retail,London,atm,TRUE,card_not_present,1796.805985,0.24,9,0.77,wire_transfer,224.42.62.165,D2574681
T2784545,2023-10-13T18:50:32.342538,ACC663548,ACC280254,468.67,withdrawal,travel,Berlin,atm,FALSE,,-907.1457779,1.85,1,0.94,wire_transfer,35.195.27.247,D1800007
T3583352,2023-10-13T20:15:57.529995,ACC307290,ACC536815,28.38,payment,other,Singapore,pos,FALSE,,4196.995619,0.52,5,0.76,ACH,88.195.178.173,D3738288
T294154,2023-10-14T01:00:35.050909,ACC317768,ACC470470,1314.26,deposit,entertainment,London,web,FALSE,,,0.27,18,0.97,card,137.37.77.219,D7689432
T982450,2023-10-14T01:40:48.944587,ACC281953,ACC605677,721.2,withdrawal,other,London,mobile,FALSE,,661.3406591,-0.94,2,0.79,ACH,212.16.188.204,D2606294
T2337743,2023-10-14T03:38:41.801857,ACC126096,ACC981798,495.94,withdrawal,retail,Berlin,atm,FALSE,,6790.278544,-0.09,12,0.54,wire_transfer,25.42.191.103,D7741010
T1245768,2023-10-14T04:32:20.853197,ACC696625,ACC568903,8.61,payment,other,Singapore,atm,FALSE,,3576.637202,-0.65,12,0.59,UPI,55.116.135.114,D5072258
T4990587,2023-10-14T11:25:02.470723,ACC183821,ACC928084,178.16,withdrawal,grocery,Berlin,atm,FALSE,,2456.713657,-0.54,10,0.81,card,156.20.147.9,D9858379
T3047485,2023-10-14T17:02:54.445111,ACC754683,ACC827010,73.05,payment,restaurant,Toronto,mobile,FALSE,,4701.433178,0.17,16,0.66,card,229.181.101.141,D6485604
T3413900,2023-10-14T18:16:08.614042,ACC238819,ACC211290,482.81,withdrawal,online,Berlin,pos,FALSE,,160.4057512,-0.82,3,0.39,UPI,61.3.199.1,D2593510
T4928701,2023-10-14T18:43:00.790749,ACC685130,ACC273662,38.66,transfer,entertainment,Sydney,atm,FALSE,,2384.732393,-2.09,9,0.67,card,181.58.186.185,D1332366
T2529280,2023-10-14T20:43:21.732739,ACC996697,ACC239300,61.5,withdrawal,retail,Berlin,atm,FALSE,,1422.247506,-0.61,20,0.98,wire_transfer,96.40.145.130,D5882297
T4725012,2023-10-14T21:19:33.154176,ACC978856,ACC266401,435.92,payment,grocery,Dubai,pos,FALSE,,1909.555276,-0.95,16,1,wire_transfer,123.142.116.147,D4963116
T2257703,2023-10-14T21:38:34.495033,ACC258527,ACC199856,315.98,withdrawal,utilities,Singapore,pos,FALSE,,1645.147995,-0.03,7,0.52,UPI,137.238.33.115,D5750261
T4784004,2023-10-15T01:59:43.691153,ACC915024,ACC269276,334.85,withdrawal,online,New York,web,FALSE,,-140.3878711,1.4,3,0.85,wire_transfer,111.71.85.169,D8919063
T3566362,2023-10-15T07:00:56.755943,ACC421891,ACC983383,1053.21,deposit,grocery,London,web,FALSE,,1099.686225,-1.79,17,0.41,card,106.211.75.9,D3035329
T3285104,2023-10-15T07:43:36.000145,ACC500005,ACC484210,2290.13,deposit,online,London,pos,TRUE,card_not_present,3641.81581,0.37,2,0.68,card,34.196.210.174,D8813938
T834276,2023-10-15T10:55:37.369820,ACC916055,ACC409042,73.29,payment,grocery,New York,mobile,FALSE,,-307.8736285,1.02,16,0.95,card,231.109.79.35,D3077362
T4692977,2023-10-15T14:19:37.615124,ACC233331,ACC418004,755.41,deposit,travel,Berlin,atm,FALSE,,-717.5814614,-0.4,3,0.21,wire_transfer,61.170.185.105,D6038422
T130058,2023-10-15T15:09:45.522566,ACC664077,ACC690635,14.64,payment,travel,London,atm,FALSE,,,0.69,20,0.26,ACH,225.7.255.163,D3605822
T361527,2023-10-15T16:31:51.831429,ACC994234,ACC516254,217.07,payment,other,Tokyo,mobile,FALSE,,,-0.32,11,0.76,wire_transfer,121.85.212.221,D7573057
T994648,2023-10-15T17:16:50.020955,ACC416085,ACC416873,361,withdrawal,online,Singapore,mobile,FALSE,,,-0.89,13,0.95,card,116.43.11.83,D5829711
T3269001,2023-10-15T17:23:06.241365,ACC506051,ACC572756,357.26,withdrawal,utilities,New York,pos,FALSE,,-1037.107107,-0.53,20,0.69,ACH,104.32.200.67,D4238355
T3007029,2023-10-15T20:38:04.183617,ACC394887,ACC672059,21.12,payment,travel,Toronto,pos,FALSE,,5030.164783,-0.72,11,0.83,card,161.10.179.64,D4375428
T3644370,2023-10-15T23:58:40.258369,ACC930398,ACC929579,19.57,transfer,retail,Singapore,web,FALSE,,3540.714115,2.13,1,1,wire_transfer,53.157.218.90,D4642132
T1425969,2023-10-16T04:39:53.408429,ACC811229,ACC307187,458.8,withdrawal,restaurant,London,mobile,FALSE,,4153.771686,-1.92,6,0.07,card,193.170.53.62,D9363199
T4745919,2023-10-16T07:21:57.961404,ACC278798,ACC783169,19.05,transfer,utilities,Sydney,mobile,FALSE,,4900.583356,2.15,6,0.06,ACH,143.252.171.186,D5528860
T2834644,2023-10-16T07:46:35.526913,ACC667793,ACC528000,1032.77,deposit,grocery,Toronto,pos,FALSE,,5448.294413,-0.21,9,0.51,wire_transfer,88.76.242.175,D3343999
T4431658,2023-10-16T07:59:56.088598,ACC625983,ACC731699,45.25,transfer,travel,New York,atm,FALSE,,4732.068645,-1.47,19,0.86,wire_transfer,52.255.40.160,D5096757
T2164638,2023-10-16T08:48:00.940899,ACC252288,ACC497327,1044.04,deposit,grocery,Singapore,web,FALSE,,4990.157699,1.09,11,0.36,UPI,177.106.148.229,D1720024
T4258654,2023-10-16T09:51:16.413075,ACC758666,ACC424527,4.42,transfer,grocery,London,web,FALSE,,4666.366022,-1.03,14,0.1,UPI,248.163.59.215,D7094335
T257910,2023-10-16T11:21:18.320401,ACC364364,ACC345559,123.97,payment,travel,Berlin,mobile,FALSE,,,-0.75,16,0.43,wire_transfer,17.54.61.37,D4049747
T1896160,2023-10-16T11:29:03.049602,ACC132496,ACC943966,0.01,deposit,retail,Toronto,mobile,FALSE,,741.5898452,-1.1,11,0.74,card,45.62.38.147,D3079929
T3849946,2023-10-16T12:38:34.274861,ACC172087,ACC228667,383.68,withdrawal,retail,London,mobile,FALSE,,2400.818385,-0.73,6,0.91,wire_transfer,153.151.107.158,D2734877
T3602593,2023-10-16T13:24:48.386875,ACC337893,ACC928274,968.93,deposit,utilities,Sydney,atm,FALSE,,-1574.89867,-0.17,18,0.17,ACH,178.192.147.115,D4382605
T1021593,2023-10-16T15:35:13.563926,ACC724999,ACC354131,14.32,transfer,travel,Dubai,web,FALSE,,3687.827543,0.06,18,0.87,card,36.89.223.124,D7762731
T2425114,2023-10-16T15:45:22.187905,ACC862446,ACC269470,8.89,transfer,other,London,atm,FALSE,,2978.01866,1.33,19,0.68,ACH,185.62.200.30,D5312901
T1986290,2023-10-16T18:03:14.369217,ACC964538,ACC686648,243.71,withdrawal,retail,Sydney,web,FALSE,,-647.2552061,0.56,13,0.8,card,106.86.82.213,D7330945
T643245,2023-10-16T21:15:40.703006,ACC509673,ACC713869,250.46,withdrawal,online,Sydney,atm,FALSE,,2974.698329,-2.27,16,0.29,wire_transfer,38.79.107.222,D3405763
T4572206,2023-10-16T23:06:18.198984,ACC239286,ACC750558,427.7,deposit,grocery,London,atm,FALSE,,4309.03898,2.55,14,0.26,ACH,168.98.72.32,D3025742
T3079306,2023-10-17T01:58:43.114977,ACC387657,ACC406219,430.47,deposit,grocery,Berlin,pos,FALSE,,5456.948118,0.12,8,0.49,ACH,114.215.217.174,D2493359
T2083362,2023-10-17T04:27:07.666564,ACC734528,ACC208488,91.78,payment,entertainment,Singapore,mobile,FALSE,,986.8976507,-1.3,9,0.69,UPI,59.11.172.137,D8780849
T4734769,2023-10-17T04:33:54.471219,ACC562431,ACC143610,143.78,payment,restaurant,Berlin,mobile,FALSE,,2867.171621,-1.54,1,0.8,ACH,194.85.254.39,D4962693
T611990,2023-10-17T05:34:50.072642,ACC738736,ACC270604,0.37,payment,utilities,Singapore,atm,TRUE,card_not_present,5580.704179,-0.79,18,0.39,ACH,185.49.49.178,D8803650
T1894765,2023-10-17T08:10:11.425386,ACC106993,ACC776314,809.7,deposit,travel,Tokyo,web,FALSE,,6391.75747,-1.32,15,0.69,wire_transfer,117.14.148.105,D1611063
T4788408,2023-10-17T08:55:04.687189,ACC668117,ACC919853,10.46,transfer,utilities,Sydney,atm,FALSE,,1326.666207,0.41,14,0.86,wire_transfer,120.253.91.197,D3002089
T3218902,2023-10-17T09:01:00.273806,ACC578955,ACC140230,277.47,withdrawal,other,Singapore,pos,FALSE,,4390.00512,-1.22,3,0.21,UPI,163.208.35.54,D9914207
T3922514,2023-10-17T10:12:17.864013,ACC687301,ACC831224,307.02,withdrawal,other,Dubai,atm,FALSE,,5026.332908,-1.8,3,0.57,card,57.246.52.116,D8387196
T3542713,2023-10-17T10:29:42.112298,ACC723329,ACC812184,71.22,payment,utilities,Berlin,web,FALSE,,5629.610243,0.25,14,0.77,card,242.255.26.111,D4259549
T2792737,2023-10-17T15:16:33.884035,ACC380835,ACC861993,10.66,transfer,entertainment,Berlin,atm,FALSE,,5871.235279,0.21,8,0.66,ACH,69.233.199.182,D6541543
T1565621,2023-10-17T17:01:13.241469,ACC926562,ACC652504,254.73,withdrawal,online,Dubai,web,FALSE,,260.6125892,1.24,20,0.67,UPI,73.28.186.0,D3388150
T2665656,2023-10-17T18:13:30.332587,ACC138478,ACC821587,37.66,payment,online,Dubai,web,FALSE,,-1754.704886,0.17,1,0.35,ACH,239.25.84.247,D2935201
T1403746,2023-10-17T20:10:57.857311,ACC744989,ACC901396,170.2,withdrawal,grocery,Toronto,web,FALSE,,256.427524,0.65,5,0.84,ACH,147.33.76.121,D7534935
T2795640,2023-10-17T23:28:20.553119,ACC460410,ACC516563,13.33,transfer,retail,Singapore,atm,FALSE,,4674.373842,-0.26,13,0.61,card,103.131.76.231,D7650781
T3480967,2023-10-18T03:43:58.738753,ACC149094,ACC611353,1206.19,deposit,retail,Berlin,web,FALSE,,-1247.207521,-0.44,9,0.02,wire_transfer,4.60.148.148,D4053225
T3875116,2023-10-18T07:09:39.978666,ACC531057,ACC855555,600.14,deposit,retail,New York,atm,FALSE,,6061.128904,-0.97,9,0.76,wire_transfer,129.86.195.164,D9023156
T641860,2023-10-18T07:41:35.668985,ACC518725,ACC950338,21.41,transfer,retail,Tokyo,web,FALSE,,,-0.99,20,0.52,wire_transfer,73.28.186.0,D6151761
T2394827,2023-10-18T07:50:13.306000,ACC666829,ACC192957,475.87,withdrawal,travel,Tokyo,atm,FALSE,,6230.255009,1.1,8,0.96,UPI,235.230.48.190,D2641882
T3283108,2023-10-18T08:55:44.626235,ACC834552,ACC500184,20.92,transfer,other,Dubai,web,FALSE,,6884.304629,-1.25,19,0.82,card,129.47.66.46,D7057191
T1649860,2023-10-18T13:28:07.818831,ACC304346,ACC170321,737.89,deposit,entertainment,Berlin,pos,FALSE,,6142.488053,1.21,4,0.71,wire_transfer,134.16.88.93,D1610319
T5022123,2023-10-18T15:06:09.236245,ACC275114,ACC417537,406.73,withdrawal,entertainment,Toronto,mobile,FALSE,,6392.907385,1.38,11,0.98,ACH,173.112.11.226,D4611165
T767260,2023-10-18T16:24:06.834537,ACC681002,ACC517689,106.29,payment,utilities,Dubai,atm,FALSE,,-267.3526185,-1.02,16,0.72,UPI,68.144.85.33,D6560777
T1904201,2023-10-18T16:47:50.955562,ACC871388,ACC269589,12.01,transfer,online,Sydney,web,FALSE,,,-1.39,20,0.87,ACH,96.247.97.173,D4383372
T1587285,2023-10-18T17:10:50.771771,ACC674083,ACC653888,114.05,payment,other,London,pos,FALSE,,,0.33,20,0.1,card,175.162.62.193,D3023120
T4137806,2023-10-19T03:23:56.188435,ACC735360,ACC988169,274.86,payment,online,Dubai,web,FALSE,,-243.6069638,0.34,2,0.17,card,85.111.55.105,D8743053
T1232734,2023-10-19T05:25:01.929733,ACC162054,ACC782232,29.21,transfer,online,Dubai,atm,FALSE,,5809.407512,1.7,16,0.92,ACH,242.224.235.10,D4158604
T2379924,2023-10-19T07:49:50.313983,ACC936470,ACC696084,220.38,withdrawal,restaurant,Sydney,mobile,FALSE,,5426.565838,1.83,11,0.77,wire_transfer,158.73.144.127,D9583219
T3919867,2023-10-19T07:57:31.549661,ACC833084,ACC481170,676.58,withdrawal,retail,New York,atm,FALSE,,2830.452412,0.93,13,0.31,card,149.156.229.24,D7951577
T842759,2023-10-19T10:01:28.309232,ACC662438,ACC922184,17.66,transfer,online,Sydney,pos,FALSE,,,-0.13,12,0.43,card,144.86.200.144,D2239944
T262777,2023-10-19T11:04:46.246871,ACC201539,ACC319131,563.44,deposit,utilities,Dubai,web,FALSE,,,-0.39,20,0.87,ACH,203.150.155.41,D2559038
T1123298,2023-10-19T13:39:55.069323,ACC764481,ACC797591,139.66,payment,other,New York,mobile,TRUE,card_not_present,1858.540437,0.66,17,0.46,card,175.240.100.62,D6637493
T462545,2023-10-19T14:57:04.673747,ACC487141,ACC496444,892.43,deposit,travel,Berlin,web,FALSE,,,-0.34,12,0.53,card,203.53.86.221,D3874419
T4932252,2023-10-19T15:06:10.485276,ACC502284,ACC128374,50.08,payment,other,Sydney,web,FALSE,,224.5674039,-0.93,10,0.52,wire_transfer,8.188.48.83,D6655377
T1084297,2023-10-19T15:08:56.416897,ACC769795,ACC551496,6.24,transfer,travel,Tokyo,web,FALSE,,,-1.07,5,0.58,UPI,20.169.102.189,D9330655
T2620886,2023-10-19T15:54:09.103664,ACC260397,ACC850027,25.46,transfer,utilities,London,web,FALSE,,4692.367824,-0.99,17,0.74,ACH,112.237.0.116,D8380503
T3844052,2023-10-19T22:39:45.902228,ACC373719,ACC613405,30.68,transfer,other,New York,mobile,FALSE,,3359.42038,0.26,20,0.33,card,77.7.109.46,D7338372
T4560779,2023-10-20T03:50:49.343591,ACC226989,ACC116638,106.86,payment,entertainment,London,mobile,FALSE,,5219.6531,-0.08,9,0.17,ACH,185.77.112.64,D2184184
T3639697,2023-10-20T05:22:35.893277,ACC343911,ACC215426,318.11,withdrawal,grocery,Sydney,mobile,FALSE,,5087.885569,-0.16,7,0.46,wire_transfer,141.172.250.61,D6398556
T2195494,2023-10-20T08:04:46.419729,ACC193419,ACC403690,10.02,transfer,grocery,Berlin,pos,FALSE,,2397.883598,-2.2,4,0.23,ACH,113.182.78.62,D2102525
T2571238,2023-10-20T08:53:56.461513,ACC856154,ACC621940,93.06,payment,restaurant,Singapore,mobile,FALSE,,953.664635,-1.11,12,0.64,UPI,146.104.249.237,D2944816
T4338349,2023-10-20T09:30:52.827060,ACC805465,ACC728555,1370.54,deposit,grocery,New York,atm,FALSE,,453.3424563,-0.56,9,0.17,wire_transfer,26.117.100.67,D3660098
T3978599,2023-10-20T11:27:53.330436,ACC971225,ACC324730,20.49,transfer,utilities,Berlin,mobile,FALSE,,,-0.28,3,0.26,card,137.24.95.217,D7805783
T1392930,2023-10-20T12:28:27.968989,ACC368882,ACC798602,164.52,payment,entertainment,Sydney,web,FALSE,,6262.489094,-1.23,1,0.28,UPI,221.148.30.1,D6263377
T4678085,2023-10-20T14:02:11.971590,ACC761659,ACC251967,82.64,payment,retail,Toronto,pos,FALSE,,5270.132926,-1.05,14,0.8,ACH,99.213.106.31,D6216000
T3785206,2023-10-20T14:57:01.286721,ACC721616,ACC222272,347.2,withdrawal,retail,Dubai,pos,FALSE,,506.0907955,0.86,7,0.67,ACH,112.135.161.90,D5413199
T1779380,2023-10-20T14:57:11.660234,ACC547835,ACC835560,366.33,withdrawal,grocery,New York,atm,FALSE,,3851.882741,1.85,5,0.01,ACH,74.44.186.213,D2362194
T1963291,2023-10-20T16:11:04.226070,ACC199739,ACC206403,102.75,transfer,utilities,Dubai,pos,FALSE,,-1266.99114,0.51,12,0.59,wire_transfer,150.187.237.82,D9103593
T4838409,2023-10-20T16:41:30.699694,ACC111328,ACC685032,662.75,deposit,other,Dubai,web,FALSE,,2108.104655,0.61,14,0.14,ACH,56.214.126.8,D1498197
T4147759,2023-10-20T18:08:21.182234,ACC399668,ACC146530,497.38,withdrawal,other,Sydney,web,FALSE,,5951.945727,1.11,1,0.97,ACH,168.248.254.128,D6630878
T2138512,2023-10-20T18:14:06.182405,ACC556907,ACC119000,0.01,withdrawal,grocery,Singapore,atm,FALSE,,3405.86051,-0.05,20,0.91,ACH,112.165.122.186,D2507301
T1579841,2023-10-20T20:29:41.728006,ACC444769,ACC377069,10.18,transfer,retail,Berlin,web,FALSE,,-1341.417838,1.74,2,0.2,wire_transfer,76.10.129.24,D8296837
T372476,2023-10-20T21:32:42.187497,ACC253873,ACC253838,32.74,payment,entertainment,London,pos,FALSE,,,-1.28,3,0.6,ACH,224.197.44.19,D7274539
T935258,2023-10-20T22:07:47.599144,ACC320140,ACC127752,1133.12,deposit,travel,Berlin,atm,FALSE,,-368.0378313,-1.68,11,0.43,card,210.165.210.141,D3506667
T729667,2023-10-20T22:33:44.503337,ACC553369,ACC597018,1160.08,deposit,online,Toronto,atm,FALSE,,33.08475849,0.51,3,0.66,card,153.242.100.38,D4761423
T3682090,2023-10-20T23:16:40.275882,ACC976244,ACC121183,13.24,transfer,other,Berlin,web,FALSE,,-316.4046903,0.58,11,0.14,ACH,145.233.72.151,D2360896
T4320424,2023-10-21T00:12:52.177498,ACC741846,ACC399704,38.81,payment,online,Tokyo,atm,FALSE,,3323.005136,1.22,15,0.37,wire_transfer,118.96.79.0,D5899315
T3969323,2023-10-21T02:14:28.967978,ACC109780,ACC956097,911.81,deposit,travel,Singapore,web,FALSE,,1096.702483,0.32,8,0.87,card,151.74.142.165,D7816382
T452586,2023-10-21T05:07:38.379488,ACC279255,ACC967338,885.77,deposit,online,Singapore,pos,FALSE,,5933.372976,-1.08,5,0.96,UPI,18.30.228.187,D1659999
T1341053,2023-10-21T06:51:31.337344,ACC162278,ACC204578,32.16,transfer,entertainment,New York,pos,FALSE,,,-0.03,10,0.87,ACH,85.41.151.33,D1657394
T1002420,2023-10-21T11:24:54.294827,ACC952271,ACC810233,1090.76,deposit,grocery,Singapore,web,FALSE,,2275.766475,0.24,13,0.73,card,236.200.70.99,D3128697
T3873199,2023-10-21T16:53:34.940663,ACC582632,ACC316240,266.78,withdrawal,online,Tokyo,pos,FALSE,,327.4220993,0.03,16,0.55,wire_transfer,8.131.241.250,D4444951
T1320803,2023-10-21T18:34:20.524613,ACC827446,ACC983107,570.65,deposit,grocery,Tokyo,atm,TRUE,card_not_present,2231.307589,-1.21,14,0.77,wire_transfer,116.67.187.246,D8821254
T4556024,2023-10-21T19:10:40.658475,ACC530581,ACC859220,721.8,deposit,grocery,Sydney,web,FALSE,,4263.235022,0.09,8,0.91,ACH,59.143.185.97,D8544406
T4311629,2023-10-21T19:17:06.921842,ACC428634,ACC448873,779.59,withdrawal,entertainment,Dubai,pos,FALSE,,499.5675463,-1.26,3,0.23,card,132.57.167.226,D9842793
T3759696,2023-10-21T20:35:45.485639,ACC208780,ACC633923,6.97,payment,travel,Toronto,web,FALSE,,6416.920778,0.05,10,0.73,wire_transfer,71.77.20.198,D6853538
T931552,2023-10-21T21:09:24.903109,ACC165822,ACC589245,82.29,payment,utilities,Dubai,web,FALSE,,21.41677282,-2.42,18,0.14,wire_transfer,184.61.193.192,D6814258
T3871611,2023-10-22T00:12:46.995522,ACC715115,ACC476251,108.38,withdrawal,restaurant,Sydney,pos,FALSE,,299.4508425,1.73,4,0.82,card,109.244.163.204,D3736434
T3917566,2023-10-22T00:15:19.955067,ACC779060,ACC648664,609.11,withdrawal,entertainment,Toronto,atm,FALSE,,3108.703224,-0.68,12,0.82,wire_transfer,241.6.59.238,D1988213
T4448849,2023-10-22T01:13:46.239590,ACC216078,ACC128886,333.94,withdrawal,restaurant,Sydney,web,FALSE,,6007.277449,0.93,18,0.21,UPI,246.88.195.48,D6832173
T845823,2023-10-22T01:49:00.663099,ACC857487,ACC455935,1534.1,deposit,restaurant,Berlin,web,FALSE,,,0.43,11,0.88,UPI,83.138.246.106,D7654084
T4089543,2023-10-22T08:08:08.520833,ACC699851,ACC385854,772.4,deposit,online,Toronto,pos,FALSE,,-1042.168923,-0.19,10,0.83,wire_transfer,82.12.141.57,D3113443
T1140624,2023-10-22T08:21:42.223273,ACC547048,ACC955990,62.63,payment,restaurant,New York,pos,FALSE,,,0.36,8,0.52,wire_transfer,158.84.186.243,D2006438
T3775667,2023-10-22T13:56:49.913272,ACC210081,ACC684666,850.06,deposit,retail,Sydney,atm,FALSE,,6395.1633,-0.5,1,0.23,UPI,178.159.138.100,D1007239
T2477023,2023-10-22T15:54:00.320775,ACC836445,ACC782887,126.84,payment,grocery,New York,web,FALSE,,-464.4821691,0.6,10,0.27,wire_transfer,28.185.217.90,D7756379
T2607059,2023-10-22T16:06:30.528859,ACC512270,ACC630779,768.95,deposit,grocery,Berlin,mobile,FALSE,,490.7994054,-0.26,20,0.57,card,10.100.4.14,D3161240
T650832,2023-10-22T18:01:16.277605,ACC580536,ACC967150,255.34,payment,grocery,New York,atm,FALSE,,,1.05,8,0.47,card,239.230.94.96,D6642846
T182380,2023-10-22T18:48:49.438541,ACC906096,ACC958610,711.7,deposit,retail,New York,atm,FALSE,,,1.21,1,0.01,wire_transfer,246.37.167.232,D2574655
T2244592,2023-10-22T22:03:42.445090,ACC694285,ACC667091,8.56,transfer,entertainment,Toronto,pos,FALSE,,702.1783515,-0.42,10,0.18,card,218.11.247.41,D1136346
T3705761,2023-10-22T23:30:44.790067,ACC964867,ACC586235,188.38,payment,entertainment,Toronto,atm,FALSE,,758.7654465,-0.84,6,0.94,card,33.203.172.141,D8718726
T3600490,2023-10-23T01:57:32.216539,ACC207936,ACC865436,564.15,withdrawal,entertainment,New York,web,FALSE,,4703.587924,0.18,13,0.11,wire_transfer,172.3.143.202,D8351812
T109328,2023-10-23T02:49:22.457667,ACC277427,ACC884947,23.08,transfer,other,Tokyo,mobile,FALSE,,,0.26,18,0.23,card,54.41.101.239,D7451767
T2020127,2023-10-23T04:27:52.419580,ACC857989,ACC616035,61.5,transfer,travel,Berlin,atm,FALSE,,4652.804967,-0.82,10,0.1,ACH,22.145.70.126,D6617440
T984452,2023-10-23T05:25:04.178195,ACC857848,ACC872421,5.36,payment,entertainment,Sydney,atm,FALSE,,-774.0033073,2.03,1,0.74,wire_transfer,3.14.49.129,D3984134
